practice_id,practice_name,zone,speciality,monetisable_txns
1357419,"Geetha ENT, Clinic For Ear, Nose and Throat",yelahanka,ENT,50
1525874,Aarohan Ortho And Gyne Clinic,yelahanka,General Gynecology,50
1435474,Allo Sexual Health Clinic,yelahanka,General Psychiatry,50
1435473,Allo Sexual Health Clinic,electronics city,Sexologist,49
1108669,SPANDANA HEART AND SUPER SPECIALITY HOSPITAL,hsr layout,Cardiologist,49
1428535,Wisden Clinics,hsr layout,General Dentistry,49
1123640,Amber Clinic,hsr layout,Orthopaedics,49
1241132,Center for Liver Disease-CLD,jp nagar,Gastroenterologist,49
1346007,Cloudnine Hospital - Kanakapura Road,jp nagar,General Gynecology,49
728755,Apollo Hospital,jp nagar,Neurologist,49
1133192,Paripoorna Medical Centre,kalyan nagar,General Pediatrics,49
634957,"Manipal Hospital, Millers Road ( Vikram Hospitals )",malleswaram,Cardiologist,49
655974,Medentzz,malleswaram,Pulmonologist,49
991694,Vishvas Fertility and Gynaecology Centre,marathahalli,General Gynecology,49
2076082,Kauvery Hospital,marathahalli,General Pediatrics,49
930035,Sagar Hospitals,vijayanagar,Gastroenterologist,49
1138389,Gajanana Smile Care Dental Clinic,whitefield,General Dentistry,49
1452072,Whitefield Nephro-Urology Clinic,whitefield,Urologist,49
1362465,Noble Multispecialty Hospital,doddakammanahalli,General Dermatology,48
1421287,Treehouse Clinic,hsr layout,General Pediatrics,48
1295322,Padithem Health Care,hsr layout,General Physician,48
1247778,BTM Neuro Spine Care Clinic,hsr layout,Neurologist,48
1464364,Allo Sexual Health Clinic,hsr layout,Sexologist,48
945489,Akhilasoukhya-Weight Loss and Lifestyle Management,indiranagar,Dietitian,48
625693,Motherhood Hospital,indiranagar,General Physician,48
663687,Milann Fertility & Birthing Hospital,jp nagar,General Gynecology,48
1468022,Cure And Care Clinic,jp nagar,General Surgeon,48
1714955,IIGU Hospital-Indus Institute of Gastro Uro,kalyan nagar,General Surgeon,48
1146253,Aster CMI Hospital,kalyan nagar,Hematologist,48
1371918,Koc Hospital,rajarajeshwarinagar,Orthopaedics,48
666733,Cosmic Health Center,vijayanagar,Homeopathy,48
1370881,Smile Craft Dental and Implant Centre,whitefield,General Dentistry,48
1389634,Kinder Women's Hospital and Fertility Centre,whitefield,General Gynecology,48
1434594,Allo Sexual Health Clinic,whitefield,General Psychiatry,48
1397320,Surgiderma Aesthetics,yelahanka,General Dermatology,48
1072417,Medstar Speciality Hospital,yelahanka,General Physician,48
688171,Meenakshi Ent Care Centre,basavanagudi,ENT,47
1011040,Westgate Medical Centre And Diagnostics,basavanagudi,General Dermatology,47
1279874,Dr Alva's Skin and Hair Clinic,hsr layout,General Dermatology,47
1714658,MySugars.in,hsr layout,General Physician,47
1352597,Cura Hospitals,indiranagar,General Ophthalmology,47
664538,Meenakshi institute of gastroenterology,jp nagar,Gastroenterologist,47
654730,Infinit Dental Solutions,jp nagar,General Dentistry,47
1146253,Aster CMI Hospital,kalyan nagar,General Pediatrics,47
630200,Manipal Hospitals Old Airport Road,marathahalli,General Dentistry,47
1403894,Apollo Clinic,marathahalli,General Psychiatry,47
1605033,ANC Clinics,richmond road,General Psychiatry,47
1322148,Aster Women & Children Hospital,whitefield,General Physician,47
1131816,Manipal Hospital Varthur Road (formerly Columbia Asia Hospital),whitefield,Nephrologist,47
1403055,Aster Whitefield Hospital,whitefield,Orthopaedics,47
1102131,Manipal Hospital Whitefield,whitefield,Pulmonologist,47
1361772,Cloudnine Hospitals - Sahakarnagar,yelahanka,General Gynecology,47
1121865,Springleaf Healthcare,electronics city,General Dermatology,46
2089448,Sakra IKOC Multispeciality Hospital,hsr layout,ENT,46
1473114,Archish Fertility & IVF,hsr layout,General Gynecology,46
1427689,Natus Women and Children Hospital,hsr layout,General Pediatrics,46
1379886,United Medical Center,hsr layout,General Physician,46
1319951,Aster RV Hospital,jp nagar,Cardiologist,46
993703,Therapeia Skin Hair and ENT Centre,jp nagar,General Dermatology,46
728755,Apollo Hospital,jp nagar,General Psychiatry,46
1233745,Dr. Jayaprada's,jp nagar,General Psychiatry,46
1131824,Nano Hospitals,jp nagar,Urologist,46
637575,Manipal Hospital,kalyan nagar,General Physician,46
2081823,Manipal Hospital,kanakapura road,Gastroenterologist,46
813648,Sri Sai Neuro & Child Clinic,malleswaram,Neurologist,46
1272161,Atharv Skin And Dental Care,whitefield,General Dermatology,46
1208863,Dr Kavitha Kovi's Women Clinic,whitefield,General Gynecology,46
1159397,Aaxis Hospitals,whitefield,Orthopaedics,46
1136698,Aveksha Hospital,yelahanka,General Physician,46
930034,Sagar Chandramma Hospitals,basavanagudi,General Gynecology,45
1126141,Apollo Cradle & Children’s Hospital,hsr layout,General Pediatrics,45
901910,Diabliss Medical Centre,hsr layout,General Physician,45
1163290,Manipal Hospital,hsr layout,Pulmonologist,45
686485,Shivajoyti Clinic,indiranagar,Endocrinologist,45
737084,Oliva Skin & Hair Clinic,indiranagar,General Dermatology,45
797623,Cloudnine Hospital - Jayanagar,jp nagar,General Pediatrics,45
927402,Koshys Hospital,kalyan nagar,General Physician,45
669280,Pramera Clinic,malleswaram,General Dermatology,45
635375,Cloudnine Hospital,malleswaram,General Gynecology,45
2076082,Kauvery Hospital,marathahalli,Pulmonologist,45
1350287,D White Feather Advanced Hair and Skin Clinic,whitefield,General Dermatology,45
1606687,Apollo Clinic Kadugodi,whitefield,General Physician,45
1184471,Janya Fertility,hsr layout,General Gynecology,44
923062,Nanda Oncology Clinic,hsr layout,General Surgeon,44
1322328,Sai Thunga Hospitals,hsr layout,Urologist,44
1713746,Columbiaa Hospital,indiranagar,Neurologist,44
1141637,Apollo Clinic,jp nagar,General Dermatology,44
637575,Manipal Hospital,kalyan nagar,Endocrinologist,44
776696,Trilife Hospital,kalyan nagar,Neurologist,44
1458003,Revival Multispeciality Clinic,kalyan nagar,Orthopaedics,44
634957,"Manipal Hospital, Millers Road ( Vikram Hospitals )",malleswaram,General Gynecology,44
729684,Sriranga Pulmonary Clinic,malleswaram,Pulmonologist,44
2166802,KIMS Hospital,marathahalli,General Pediatrics,44
630200,Manipal Hospitals Old Airport Road,marathahalli,Pulmonologist,44
1451884,Cloudnine Hospital,whitefield,General Pediatrics,44
649458,Ninth Month - Woman & Child Healthcare Center,yelahanka,General Gynecology,44
1413052,Curemaxx Hospitals,hsr layout,Endocrinologist,43
1160584,Vishvas fertility and Gynaecology Centre,hsr layout,General Gynecology,43
920071,Apollo Medical Centre,hsr layout,Orthopaedics,43
1055989,Apollo Hospitals,malleswaram,General Gynecology,43
1132620,Rainbow Children's Hospital,marathahalli,General Pediatrics,43
1378817,Miracle Hospital,whitefield,General Pediatrics,43
1072417,Medstar Speciality Hospital,yelahanka,ENT,43
1599524,Oliva Skin & Hair Clinic,yelahanka,General Dermatology,43
1467028,Minchu Health Care,hsr layout,ENT,42
695001,"Magna Centres For Obesity, Diabetes & Endocrinology",hsr layout,Endocrinologist,42
1451128,Manipal Sarjapur Clinic,hsr layout,General Psychiatry,42
2092745,Sparsh Hospital,hsr layout,Neurologist,42
2092745,Sparsh Hospital,hsr layout,Orthopaedics,42
1136311,Fortis Hospital,jp nagar,General Gynecology,42
1280270,Sri Sapthagiri Health Care,kr puram,ENT,42
1598651,Allo Sexual Health Clinic,kr puram,General Psychiatry,42
1403894,Apollo Clinic,marathahalli,Orthopaedics,42
1258436,Nava Naveena Clinic,rajarajeshwarinagar,Endocrinologist,42
1017121,Narayana Ayurveda Kuteeram,vijayanagar,General Alt Medicine,42
1298521,GHC Specialty Clinic And Scans,whitefield,Gastroenterologist,42
1324916,DQ Skin Hair Plastic Surgery Clinic,whitefield,General Dermatology,42
1102131,Manipal Hospital Whitefield,whitefield,General Ophthalmology,42
1154597,The Dental Square Multispeciality Dental Clinic,electronics city,General Dentistry,41
697572,V-Care Dental Speciality Clinic,hsr layout,General Dentistry,41
1594164,Curolive Multispeciality Centre,hsr layout,General Pediatrics,41
1322328,Sai Thunga Hospitals,hsr layout,General Surgeon,41
1713746,Columbiaa Hospital,indiranagar,ENT,41
636836,Vydehi Super Speciality Hospital(Mallya Hospital),indiranagar,General Surgeon,41
918580,SPARSH Hospital,malleswaram,General Physician,41
900824,Express Clinics Pvt Ltd,marathahalli,General Dermatology,41
2070735,Skinray Clinic,sarjapura,General Dermatology,41
1397462,Orthosport Clinic,vijaya bank layout,Orthopaedics,41
1259438,Growing Smiles Dental Clinic,whitefield,General Dentistry,41
692837,Oyster Multispeciality Clinic,whitefield,Orthopaedics,41
1225039,M and M Health Care,yelahanka,General Gynecology,41
1362465,Noble Multispecialty Hospital,doddakammanahalli,General Gynecology,40
693752,Motherhood Hospital,hsr layout,Endocrinologist,40
1451885,Cloudnine Hospital,hsr layout,General Pediatrics,40
1331089,Thamara Skin and Aesthetic Clinic,indiranagar,General Dermatology,40
684892,Dr.Farzana M.Ahmed's clinic,indiranagar,General Gynecology,40
1053532,HOSMAT Hospital,indiranagar,Neurologist,40
1333412,Sapphire Heart Care Clinic,jp nagar,Cardiologist,40
1141637,Apollo Clinic,jp nagar,General Pediatrics,40
934364,Rajalakshmi Multispeciality Hospital.,jp nagar,General Surgeon,40
929609,Family Dental Care & Implant Center,kalyan nagar,General Dentistry,40
1424899,Meddkare Clinic And Diagnostics,kalyan nagar,General Physician,40
689971,Tamara Hospital,malleswaram,General Gynecology,40
1070269,Sri Siri Skin Aesthetic And Hair transplant Centre,whitefield,General Dermatology,40
725709,Akshaya Child Clinic,whitefield,General Pediatrics,40
1239622,Dr. Sculpt Aesthetic Clinic,yelahanka,General Dermatology,40
1389365,Elite Esthetics and Dental Clinic,hsr layout,General Dentistry,39
1123640,Amber Clinic,hsr layout,General Dermatology,39
2092745,Sparsh Hospital,hsr layout,General Physician,39
1232215,Healvibe Healthcare,hsr layout,Homeopathy,39
1400908,Clinikk Health Hub,jp nagar,General Physician,39
1319951,Aster RV Hospital,jp nagar,General Physician,39
724370,Life Speciality Clinic,jp nagar,Neurologist,39
1434595,Allo Sexual Health Clinic,jp nagar,Sexologist,39
637575,Manipal Hospital,kalyan nagar,Orthopaedics,39
711687,Manipal Hospital Malleshwaram,malleswaram,General Psychiatry,39
1142515,Sparsh Hospital,malleswaram,Orthopaedics,39
1168718,Neo Follicle Transplant Clinic,marathahalli,General Dermatology,39
638243,Bangalore Kidney Stone Hospital,basavanagudi,Urologist,38
1691212,Apollo Cradle & Children's Hospital,electronics city,General Pediatrics,38
2092745,Sparsh Hospital,hsr layout,Cardiologist,38
673637,Skin Hair & Cosmetology Clinic,hsr layout,General Dermatology,38
1427689,Natus Women and Children Hospital,hsr layout,General Gynecology,38
793096,Bharggavi Clinic,indiranagar,General Gynecology,38
1136311,Fortis Hospital,jp nagar,Gastroenterologist,38
1041383,Manipal Hospital,jp nagar,General Gynecology,38
1041383,Manipal Hospital,jp nagar,General Pediatrics,38
752977,Cloudnine Hospital - HRBR,kalyan nagar,General Pediatrics,38
1455391,Cloudnine Hospital,thanisandra main road,General Gynecology,38
1324492,Leo Dental  Invisalign Aligners and Braces,hsr layout,General Dentistry,37
1145991,Kiran Infertility Center,hsr layout,General Gynecology,37
1346063,Kasper Multispecialty Clinic,indiranagar,General Physician,37
1041383,Manipal Hospital,jp nagar,Endocrinologist,37
649351,Sakthi Smile Craft - A Multispeciality Dental Clinic & Implant Centre,jp nagar,General Dentistry,37
1397903,Sunshine Healthcare Clinic,jp nagar,General Gynecology,37
682827,Balakrishna Clinic,jp nagar,General Physician,37
1349684,VR Chest and Women Care,kalyan nagar,General Gynecology,37
1279927,Physiowise Ortho and Sports Physiotherapy,kalyan nagar,Physiotherapist,37
711687,Manipal Hospital Malleshwaram,malleswaram,Neurologist,37
659236,Orthopedic Clinic,malleswaram,Orthopaedics,37
1611588,Cloudnine Hospital,vijayanagar,General Gynecology,37
1034950,Skin Health Advanced Dermatology Center,whitefield,General Dermatology,37
787325,Cogent Care,whitefield,General Gynecology,37
2096146,Mahanandi Hospitals,whitefield,Orthopaedics,37
1716079,Arogya Tatva,chandapura dommasandra road,Pulmonologist,36
1050226,Paediatrix Clinic,hsr layout,General Pediatrics,36
712236,Apollo Clinic,hsr layout,General Surgeon,36
673661,Krishna Dhama,indiranagar,Endocrinologist,36
655546,Reach Psychiatry And Counselling Centre,indiranagar,General Psychiatry,36
724595,Samarth ENT and Allergy Centre,jp nagar,ENT,36
776524,Medicare Skin & Cosmetic Clinic,jp nagar,General Dermatology,36
678912,Amritha Clinic,jp nagar,Neurologist,36
728755,Apollo Hospital,jp nagar,Urologist,36
1366504,Childhood Smiles,kalyan nagar,General Dentistry,36
664431,THE ENT & ALLERGY CLINIC,malleswaram,ENT,36
1260423,Rakesh Reddy's Skin Clinic,malleswaram,General Dermatology,36
733949,OPTIMA Super Speciality Hospital,malleswaram,General Psychiatry,36
686922,Vasan Eye Care Hospital,marathahalli,General Ophthalmology,36
1716006,5 Sports Health,mullur,Neurologist,36
712041,Mallige Child Care Centre,vijayanagar,General Pediatrics,36
1241004,Specialist Women's and Men's Clinic,vijayanagar,Sexologist,36
1509490,Dr. Roshan's Hair Transplant and Skin Clinic,whitefield,General Dermatology,36
1223447,"Conceive - Women, Children & Family clinic",whitefield,General Gynecology,36
1297637,Nirmala ENT Care Centre,yelahanka,ENT,36
1224654,Care And Cure Multispeciality Clinic,yelahanka,General Physician,36
1373116,Gastro And  Liver Clinic,basavanagudi,Gastroenterologist,35
1453479,The Eye Foundation Super Specialty Eye Hospital,carmelaram,General Ophthalmology,35
1276704,Docube Healthcare - Smile And Aesthetic Dental Clinic,hsr layout,General Dentistry,35
1269568,Dental Diagnostic Centre-DDC Smiles,hsr layout,General Dentistry,35
1420523,Milann IVF Fertility Center HSR Layout,hsr layout,General Gynecology,35
690322,Orthocentre,hsr layout,Orthopaedics,35
1376903,Entrust Clinic,indiranagar,ENT,35
615019,Speciality Clinic (Kinis Gastro Clinic),indiranagar,Gastroenterologist,35
2070791,The W Clinic,indiranagar,General Gynecology,35
1292588,Sai Krupa Clinic,kalyan nagar,General Physician,35
1131812,Manipal Hospitals,malleswaram,ENT,35
1276829,Trustwell Hospitals,malleswaram,Endocrinologist,35
634957,"Manipal Hospital, Millers Road ( Vikram Hospitals )",malleswaram,Gastroenterologist,35
690984,Spandana Hospital Rehabilitation Center,malleswaram,General Psychiatry,35
1055989,Apollo Hospitals,malleswaram,Neurologist,35
1526038,Jyothi Eye Care Center,marathahalli,General Ophthalmology,35
664585,Gleneagles Hospitals,rajarajeshwarinagar,Gastroenterologist,35
1131816,Manipal Hospital Varthur Road (formerly Columbia Asia Hospital),whitefield,General Ophthalmology,35
1109754,Cosmo Clinic & Diagnostic Centre,whitefield,General Physician,35
1403055,Aster Whitefield Hospital,whitefield,Nephrologist,35
1224654,Care And Cure Multispeciality Clinic,yelahanka,General Dermatology,35
1187194,Aparnaa Care Clinic,electronics city,General Gynecology,34
737335,Oliva Skin & Hair Clinic,hsr layout,General Dermatology,34
1450592,Rainbow Children’s Hospital,hsr layout,General Gynecology,34
1103970,Geeta's ENT and Urology centre,hsr layout,Urologist,34
637575,Manipal Hospital,kalyan nagar,Cardiologist,34
1186999,Ovum Woman and Child Speciality Hospital,kalyan nagar,General Pediatrics,34
722818,Medi Life HealthCare-Sexologist Clinic,kalyan nagar,Sexologist,34
1392234,Sankalp Nethralaya,malleswaram,General Ophthalmology,34
1131812,Manipal Hospitals,malleswaram,General Physician,34
791270,Dr. Verma Clinic,marathahalli,General Physician,34
1606687,Apollo Clinic Kadugodi,whitefield,ENT,34
1596040,RxDx Healthcare Whitefield Branch,whitefield,ENT,34
1303462,Mother and Heart Care,yelahanka,General Gynecology,34
730890,Motherhood Hospital,yelahanka,General Pediatrics,34
1258011,Sakra Premium Clinic,hsr layout,ENT,33
1207935,Dental Trendz,hsr layout,General Dentistry,33
1442511,Dr. Anita Skinn Clinic,hsr layout,General Dermatology,33
639370,Vasan Eye Care Hospital,hsr layout,General Ophthalmology,33
731436,Care Speciality Clinic,hsr layout,General Pediatrics,33
1323304,Healhood,hsr layout,General Psychiatry,33
711486,Apollo Clinic,hsr layout,Orthopaedics,33
1134531,Apollo Spectra Hospitals,hsr layout,Orthopaedics,33
1415645,Allo Sexual Health Clinic,indiranagar,General Physician,33
664263,Brain & Spine Clinic,indiranagar,Neurologist,33
1113186,Indiranagar Specialist Centre.,indiranagar,Orthopaedics,33
1365072,Camry Hospitals,jp nagar,ENT,33
1041383,Manipal Hospital,jp nagar,General Dermatology,33
1319951,Aster RV Hospital,jp nagar,General Pediatrics,33
1422628,DHEE Hospitals,jp nagar,General Physician,33
1138975,Antarman Counselling Centre,jp nagar,General Psychiatry,33
637575,Manipal Hospital,kalyan nagar,ENT,33
637575,Manipal Hospital,kalyan nagar,Gastroenterologist,33
1441322,Akera Skin & Hair Clinic,kalyan nagar,General Dermatology,33
2078747,Sparsh Hospital,kalyan nagar,Neurologist,33
1359147,Altius Hospitals,kalyan nagar,Orthopaedics,33
1131812,Manipal Hospitals,malleswaram,Gastroenterologist,33
1192334,Dr. K.Lakshmana Rao Skin Clinic,malleswaram,General Dermatology,33
1438728,Shashi Advanced Health,rajarajeshwarinagar,General Physician,33
1444414,Bangalore Hospital,rajarajeshwarinagar,Orthopaedics,33
1397750,Nishchala Clinic,t dasarahalli,General Gynecology,33
930035,Sagar Hospitals,vijayanagar,Pulmonologist,33
